Date,Price,Open,High,Low,Vol.,Change %,CPIAUCSL
2019-06-20,"1,394.10","1,361.20","1,393.90","1,358.80",1.10K,3.59%,255.213
2019-06-19,"1,345.80","1,347.80","1,363.00","1,342.00",0.65K,-0.15%,255.213
2019-06-18,"1,347.80","1,340.90","1,354.80","1,339.60",0.90K,0.58%,255.213
2019-06-17,"1,340.00","1,342.50","1,343.90","1,333.90",0.56K,-0.13%,255.213
2019-06-14,"1,341.70","1,343.40","1,359.00","1,338.70",1.50K,0.07%,255.213
2019-06-13,"1,340.80","1,334.90","1,344.00","1,333.30",0.62K,0.52%,255.213
2019-06-12,"1,333.90","1,327.50","1,338.80","1,326.80",0.61K,0.42%,255.213
2019-06-11,"1,328.30","1,328.90","1,330.40","1,320.80",0.38K,0.15%,255.213
2019-06-10,"1,326.30","1,336.80","1,337.50","1,326.10",0.47K,-1.27%,255.213
2019-06-07,"1,343.30","1,337.10","1,349.50","1,332.60",0.79K,0.26%,255.213
2019-06-06,"1,339.80","1,332.30","1,341.20","1,328.80",0.51K,0.69%,255.213
2019-06-05,"1,330.60","1,327.30","1,345.60","1,326.90",0.91K,0.37%,255.213
2019-06-04,"1,325.70","1,327.00","1,330.80","1,322.20",0.82K,0.06%,255.213
2019-06-03,"1,324.90","1,308.00","1,329.70","1,308.00",1.04K,1.29%,255.213
2019-05-31,"1,308.00","1,290.30","1,308.50","1,289.70",1.98K,1.40%,255.296
2019-05-30,"1,289.90","1,282.10","1,291.00","1,276.70",1.19K,0.69%,255.296
2019-05-29,"1,281.00","1,278.90","1,285.20","1,278.40",189.69K,0.31%,255.296
2019-05-28,"1,277.10","1,283.50","1,286.90","1,275.10",362.16K,0.00%,255.296
2019-05-27,"1,277.10","1,283.50","1,286.90","1,275.10",362.16K,-0.51%,255.296
2019-05-24,"1,283.60","1,283.20","1,284.70","1,280.10",218.71K,-0.14%,255.296
2019-05-23,"1,285.40","1,273.30","1,287.10","1,272.10",330.16K,0.88%,255.296
2019-05-22,"1,274.20","1,274.40","1,277.10","1,272.00",191.37K,0.08%,255.296
2019-05-21,"1,273.20","1,277.70","1,277.70","1,269.00",213.17K,-0.32%,255.296
2019-05-20,"1,277.30","1,277.60","1,278.80","1,273.30",212.18K,0.13%,255.296
2019-05-17,"1,275.70","1,287.20","1,289.00","1,274.60",264.57K,-0.82%,255.296
2019-05-16,"1,286.20","1,297.70","1,299.30","1,284.20",282.07K,-0.89%,255.296
2019-05-15,"1,297.80","1,298.00","1,301.70","1,293.60",247.52K,0.12%,255.296
2019-05-14,"1,296.30","1,300.80","1,304.20","1,294.30",222.05K,-0.42%,255.296
2019-05-13,"1,301.80","1,288.30","1,302.20","1,282.40",379.44K,1.12%,255.296
2019-05-10,"1,287.40","1,285.00","1,290.30","1,283.90",238.64K,0.17%,255.296
2019-05-09,"1,285.20","1,281.90","1,289.20","1,280.40",306.55K,0.30%,255.296
2019-05-08,"1,281.40","1,285.60","1,292.80","1,280.20",302.69K,-0.33%,255.296
2019-05-07,"1,285.60","1,282.40","1,287.30","1,279.10",251.09K,0.14%,255.296
2019-05-06,"1,283.80","1,281.80","1,287.40","1,278.10",244.34K,0.20%,255.296
2019-05-03,"1,281.30","1,271.60","1,283.90","1,269.00",280.32K,0.73%,255.296
2019-05-02,"1,272.00","1,278.50","1,279.40","1,267.30",282.50K,-0.95%,255.296
2019-05-01,"1,284.20","1,285.20","1,289.40","1,274.50",275.43K,-0.12%,255.296
2019-04-30,"1,285.70","1,281.90","1,288.20","1,281.50",239.44K,0.33%,255.233
2019-04-29,"1,281.50","1,289.00","1,289.10","1,279.90",208.96K,-0.31%,255.233
2019-04-26,"1,285.50","1,277.00","1,287.20","1,276.20",0.80K,0.71%,255.233
2019-04-25,"1,276.40","1,273.60","1,281.20","1,272.70",0.98K,-0.02%,255.233
2019-04-24,"1,276.60","1,271.50","1,276.50","1,267.90",0.34K,0.47%,255.233
2019-04-23,"1,270.60","1,274.40","1,275.00","1,265.90",0.73K,-0.32%,255.233
2019-04-22,"1,274.70","1,275.30","1,278.60","1,272.90",0.13K,0.13%,255.233
2019-04-18,"1,273.10","1,273.50","1,276.60","1,270.40",0.57K,-0.05%,255.233
2019-04-17,"1,273.80","1,276.30","1,279.20","1,272.50",0.46K,-0.03%,255.233
2019-04-16,"1,274.20","1,288.70","1,288.70","1,273.00",1.54K,-1.11%,255.233
2019-04-15,"1,288.50","1,291.20","1,292.10","1,283.00",0.43K,-0.29%,255.233
2019-04-12,"1,292.20","1,293.30","1,296.30","1,290.50",0.35K,0.13%,255.233
2019-04-11,"1,290.50","1,308.50","1,309.10","1,290.40",1.51K,-1.51%,255.233
2019-04-10,"1,310.30","1,305.00","1,311.00","1,301.70",0.79K,0.40%,255.233
2019-04-09,"1,305.10","1,298.70","1,307.00","1,297.50",0.59K,0.49%,255.233
2019-04-08,"1,298.80","1,294.40","1,304.40","1,292.70",0.94K,0.48%,255.233
2019-04-05,"1,292.60","1,293.70","1,294.50","1,285.60",0.44K,0.09%,255.233
2019-04-04,"1,291.40","1,291.50","1,295.70","1,282.00",1.14K,-0.07%,255.233
2019-04-03,"1,292.30","1,293.60","1,296.00","1,290.00",1.02K,-0.02%,255.233
2019-04-02,"1,292.50","1,288.70","1,293.80","1,286.80",0.93K,0.10%,255.233
2019-04-01,"1,291.20","1,294.30","1,298.30","1,288.30",1.55K,-0.34%,255.233
2019-03-29,"1,295.60","1,292.20","1,301.50","1,288.60",1.31K,0.24%,254.277
2019-03-28,"1,292.50","1,312.60","1,314.20","1,290.50",3.66K,-1.37%,254.277
2019-03-27,"1,310.40","1,315.40","1,318.80","1,307.30",206.26K,-0.35%,254.277
2019-03-26,"1,315.00","1,321.50","1,323.00","1,312.10",267.17K,-0.57%,254.277
2019-03-25,"1,322.60","1,313.30","1,324.50","1,310.60",251.98K,0.78%,254.277
2019-03-22,"1,312.30","1,309.30","1,314.70","1,306.50",271.38K,0.38%,254.277
2019-03-21,"1,307.30","1,312.70","1,320.20","1,302.80",332.61K,0.43%,254.277
2019-03-20,"1,301.70","1,306.00","1,317.20","1,298.10",370.40K,-0.37%,254.277
2019-03-19,"1,306.50","1,303.70","1,310.80","1,302.10",206.90K,0.38%,254.277
2019-03-18,"1,301.50","1,302.00","1,306.70","1,298.00",176.49K,-0.11%,254.277
2019-03-15,"1,302.90","1,295.60","1,306.30","1,293.70",234.65K,0.60%,254.277
2019-03-14,"1,295.10","1,309.50","1,310.30","1,292.50",248.21K,-1.08%,254.277
2019-03-13,"1,309.30","1,301.80","1,311.60","1,300.60",214.24K,0.86%,254.277
2019-03-12,"1,298.10","1,293.60","1,302.60","1,292.00",203.89K,0.54%,254.277
2019-03-11,"1,291.10","1,298.20","1,299.20","1,290.60",196.86K,-0.63%,254.277
2019-03-08,"1,299.30","1,286.70","1,301.30","1,285.60",283.84K,1.03%,254.277
2019-03-07,"1,286.10","1,287.30","1,289.60","1,280.80",257.92K,-0.12%,254.277
2019-03-06,"1,287.60","1,288.80","1,291.80","1,284.30",192.93K,0.23%,254.277
2019-03-05,"1,284.70","1,287.80","1,290.60","1,282.00",216.93K,-0.22%,254.277
2019-03-04,"1,287.50","1,294.40","1,298.10","1,283.80",268.39K,-0.90%,254.277
2019-03-01,"1,299.20","1,315.50","1,316.50","1,291.30",343.47K,-1.28%,254.277
2019-02-28,"1,316.10","1,321.70","1,328.90","1,314.00",252.24K,-0.39%,253.319
2019-02-27,"1,321.20","1,331.00","1,332.00","1,318.40",198.04K,-0.31%,253.319
2019-02-26,"1,325.30","1,326.60","1,329.10","1,322.90",0.94K,-0.09%,253.319
2019-02-25,"1,326.50","1,327.00","1,331.60","1,324.30",0.67K,-0.24%,253.319
2019-02-22,"1,329.70","1,323.40","1,332.20","1,321.40",0.59K,0.39%,253.319
2019-02-21,"1,324.60","1,338.30","1,339.70","1,320.80",1.39K,-1.45%,253.319
2019-02-20,"1,344.10","1,339.50","1,345.70","1,335.80",1.34K,0.25%,253.319
2019-02-19,"1,340.80","1,322.00","1,340.80","1,320.90",1.63K,-0.30%,253.319
2019-02-18,"1,344.80","1,325.00","1,345.00","1,323.80",348.64K,1.95%,253.319
2019-02-15,"1,319.10","1,312.70","1,322.20","1,312.20",1.03K,0.59%,253.319
2019-02-14,"1,311.30","1,307.50","1,314.60","1,302.70",0.87K,-0.08%,253.319
2019-02-13,"1,312.40","1,311.70","1,318.70","1,305.50",0.83K,0.08%,253.319
2019-02-12,"1,311.30","1,307.60","1,315.40","1,307.60",0.46K,0.16%,253.319
2019-02-11,"1,309.20","1,315.50","1,315.50","1,304.60",0.52K,-0.51%,253.319
2019-02-08,"1,315.90","1,311.30","1,316.60","1,309.40",0.43K,0.33%,253.319
2019-02-07,"1,311.60","1,308.00","1,313.00","1,304.00",0.98K,-0.01%,253.319
2019-02-06,"1,311.70","1,316.40","1,316.90","1,307.40",0.56K,-0.36%,253.319
2019-02-05,"1,316.50","1,313.50","1,318.20","1,312.20",0.28K,-0.01%,253.319
2019-02-04,"1,316.60","1,319.60","1,320.20","1,310.00",0.98K,-0.20%,253.319
2019-02-01,"1,319.30","1,323.20","1,325.10","1,317.80",1.16K,-0.23%,253.319
2019-01-31,"1,322.30","1,321.80","1,328.00","1,319.40",1.43K,0.72%,252.561
2019-01-30,"1,312.80","1,313.40","1,326.80","1,311.10",2.84K,0.30%,252.561
2019-01-29,"1,308.90","1,302.50","1,310.80","1,301.70",213.61K,0.45%,252.561
2019-01-28,"1,303.10","1,302.30","1,303.70","1,296.50",243.07K,0.39%,252.561
2019-01-25,"1,298.10","1,280.10","1,303.40","1,278.90",303.84K,1.43%,252.561
2019-01-24,"1,279.80","1,282.30","1,283.90","1,275.30",225.77K,-0.33%,252.561
2019-01-23,"1,284.00","1,284.60","1,286.00","1,277.70",217.13K,0.05%,252.561
2019-01-22,"1,283.40","1,280.70","1,285.00","1,276.00",318.85K,0.00%,252.561
2019-01-21,"1,283.40","1,280.70","1,285.00","1,276.00",318.85K,0.06%,252.561
2019-01-18,"1,282.60","1,291.90","1,292.20","1,280.10",225.57K,-0.75%,252.561
2019-01-17,"1,292.30","1,293.90","1,295.00","1,288.30",191.98K,-0.12%,252.561
2019-01-16,"1,293.80","1,289.60","1,295.40","1,287.60",181.39K,0.42%,252.561
2019-01-15,"1,288.40","1,292.40","1,294.80","1,286.50",242.07K,-0.22%,252.561
2019-01-14,"1,291.30","1,288.00","1,296.60","1,287.70",221.89K,0.14%,252.561
2019-01-11,"1,289.50","1,287.60","1,295.70","1,287.00",210.64K,0.16%,252.561
2019-01-10,"1,287.40","1,294.70","1,298.00","1,286.70",239.92K,-0.36%,252.561
2019-01-09,"1,292.00","1,286.10","1,295.00","1,280.90",245.97K,0.47%,252.561
2019-01-08,"1,285.90","1,289.90","1,291.40","1,280.20",221.92K,-0.31%,252.561
2019-01-07,"1,289.90","1,287.00","1,297.00","1,284.10",204.68K,0.32%,252.561
2019-01-04,"1,285.80","1,296.50","1,300.40","1,278.10",316.06K,-0.70%,252.561
2019-01-03,"1,294.80","1,288.50","1,296.90","1,286.40",244.54K,0.83%,252.561
2019-01-02,"1,284.10","1,285.00","1,291.00","1,280.60",235.33K,0.22%,252.561
2018-12-31,"1,281.30","1,283.00","1,286.50","1,279.70",113.26K,-0.13%,252.767
2018-12-28,"1,283.00","1,278.00","1,284.70","1,276.50",162.73K,0.44%,252.767
2018-12-27,"1,277.40","1,265.30","1,277.50","1,265.30",0.48K,0.66%,252.767
2018-12-26,"1,269.00","1,268.50","1,278.10","1,263.80",0.40K,0.09%,252.767
2018-12-24,"1,267.90","1,258.40","1,269.60","1,258.20",0.74K,1.06%,252.767
2018-12-21,"1,254.60","1,260.60","1,262.00","1,254.20",0.66K,-0.74%,252.767
2018-12-20,"1,263.90","1,244.30","1,265.70","1,242.30",0.77K,0.90%,252.767
2018-12-19,"1,252.60","1,250.00","1,258.20","1,241.60",0.60K,0.20%,252.767
2018-12-18,"1,250.10","1,246.30","1,250.40","1,246.10",0.23K,0.15%,252.767
2018-12-17,"1,248.20","1,236.30","1,248.30","1,236.30",0.24K,0.83%,252.767
2018-12-14,"1,237.90","1,242.30","1,243.20","1,233.10",0.38K,-0.47%,252.767
2018-12-13,"1,243.70","1,245.50","1,247.50","1,241.20",0.33K,-0.19%,252.767
2018-12-12,"1,246.10","1,244.90","1,247.50","1,243.70",0.43K,0.27%,252.767
2018-12-11,"1,242.80","1,245.70","1,250.50","1,242.30",0.50K,-0.17%,252.767
2018-12-10,"1,244.90","1,251.40","1,251.80","1,242.60",1.59K,-0.26%,252.767
2018-12-07,"1,248.20","1,239.10","1,251.40","1,239.10",1.56K,0.69%,252.767
2018-12-06,"1,239.70","1,240.60","1,246.10","1,236.90",1.64K,0.05%,252.767
2018-12-05,"1,239.10","1,240.80","1,241.10","1,236.40",1.12K,-0.34%,252.767
2018-12-04,"1,243.30","1,233.40","1,244.50","1,233.40",1.84K,0.52%,252.767
2018-12-03,"1,236.90","1,225.40","1,237.40","1,224.20",0.94K,1.09%,252.767
2018-11-30,"1,223.60","1,227.50","1,228.60","1,219.40",0.60K,-0.35%,252.594
2018-11-29,"1,227.90","1,224.20","1,232.20","1,224.20",1.71K,0.35%,252.594
2018-11-28,"1,223.60","1,214.30","1,227.70","1,210.50",247.17K,0.84%,252.594
2018-11-27,"1,213.40","1,222.60","1,225.20","1,211.40",307.89K,-0.74%,252.594
2018-11-26,"1,222.40","1,223.90","1,228.60","1,221.70",267.32K,-0.07%,252.594
2018-11-23,"1,223.20","1,226.80","1,229.70","1,220.30",240.35K,0.00%,252.594
2018-11-22,"1,223.20","1,227.80","1,229.20","1,220.30",240.35K,-0.39%,252.594
2018-11-21,"1,228.00","1,222.40","1,230.90","1,220.10",227.21K,0.56%,252.594
2018-11-20,"1,221.20","1,224.60","1,229.50","1,220.30",255.20K,-0.33%,252.594
2018-11-19,"1,225.30","1,222.60","1,226.50","1,218.50",198.39K,0.19%,252.594
2018-11-16,"1,223.00","1,214.40","1,226.00","1,213.70",242.04K,0.66%,252.594
2018-11-15,"1,215.00","1,211.80","1,217.00","1,207.10",253.57K,0.40%,252.594
2018-11-14,"1,210.10","1,202.80","1,217.20","1,198.10",277.87K,0.72%,252.594
2018-11-13,"1,201.40","1,201.10","1,205.50","1,196.60",248.93K,-0.17%,252.594
2018-11-12,"1,203.50","1,210.30","1,212.00","1,200.60",203.64K,-0.42%,252.594
2018-11-09,"1,208.60","1,224.30","1,224.60","1,207.20",322.35K,-1.35%,252.594
2018-11-08,"1,225.10","1,227.70","1,228.50","1,220.80",239.02K,-0.29%,252.594
2018-11-07,"1,228.70","1,228.90","1,238.40","1,224.20",259.29K,0.20%,252.594
2018-11-06,"1,226.30","1,233.40","1,237.80","1,224.90",199.67K,-0.49%,252.594
2018-11-05,"1,232.30","1,234.50","1,236.80","1,228.40",159.43K,-0.08%,252.594
2018-11-02,"1,233.30","1,235.30","1,238.40","1,231.30",256.02K,-0.43%,252.594
2018-11-01,"1,238.60","1,216.60","1,239.30","1,216.10",313.45K,1.94%,252.594
2018-10-31,"1,215.00","1,224.70","1,225.00","1,213.40",247.06K,-0.84%,252.772
2018-10-30,"1,225.30","1,231.90","1,232.50","1,221.40",224.64K,0.05%,252.772
2018-10-29,"1,224.70","1,232.60","1,232.70","1,223.60",0.21K,-0.62%,252.772
2018-10-26,"1,232.40","1,229.80","1,242.60","1,229.80",0.28K,0.24%,252.772
2018-10-25,"1,229.50","1,233.90","1,238.40","1,227.90",0.32K,0.09%,252.772
2018-10-24,"1,228.40","1,230.70","1,235.30","1,225.90",0.37K,-0.46%,252.772
2018-10-23,"1,234.10","1,223.10","1,240.30","1,222.70",0.34K,0.99%,252.772
2018-10-22,"1,222.00","1,227.90","1,228.50","1,220.50",0.12K,-0.33%,252.772
2018-10-19,"1,226.00","1,226.70","1,231.20","1,223.70",0.12K,-0.11%,252.772
2018-10-18,"1,227.40","1,222.80","1,230.20","1,219.50",0.25K,0.21%,252.772
2018-10-17,"1,224.80","1,226.40","1,230.00","1,221.60",0.21K,-0.29%,252.772
2018-10-16,"1,228.40","1,228.00","1,233.40","1,224.50",0.34K,0.05%,252.772
2018-10-15,"1,227.80","1,218.20","1,234.30","1,218.20",0.34K,0.68%,252.772
2018-10-12,"1,219.50","1,224.40","1,224.40","1,217.10",0.30K,-0.46%,252.772
2018-10-11,"1,225.10","1,195.30","1,227.00","1,192.30",0.98K,2.88%,252.772
2018-10-10,"1,190.80","1,189.90","1,195.30","1,186.00",0.29K,0.17%,252.772
2018-10-09,"1,188.80","1,189.60","1,192.50","1,184.00",0.20K,0.25%,252.772
2018-10-08,"1,185.80","1,204.60","1,204.60","1,184.60",0.32K,-1.41%,252.772
2018-10-05,"1,202.80","1,200.70","1,205.90","1,199.00",0.20K,0.33%,252.772
2018-10-04,"1,198.80","1,198.30","1,207.60","1,197.20",0.15K,-0.11%,252.772
2018-10-03,"1,200.10","1,204.40","1,209.10","1,198.10",0.21K,-0.34%,252.772
2018-10-02,"1,204.20","1,191.30","1,209.10","1,190.10",0.80K,1.24%,252.772
2018-10-01,"1,189.40","1,193.90","1,193.90","1,186.50",0.21K,-0.38%,252.772
2018-09-28,"1,193.90","1,184.60","1,194.30","1,182.60",0.41K,0.71%,252.182
2018-09-27,"1,185.50","1,196.80","1,200.40","1,184.20",0.34K,-0.75%,252.182
2018-09-26,"1,194.40","1,200.30","1,201.30","1,190.00",17.86K,-0.44%,252.182
2018-09-25,"1,199.70","1,198.10","1,202.50","1,196.60",14.90K,0.01%,252.182
2018-09-24,"1,199.60","1,199.50","1,203.90","1,194.10",9.70K,0.25%,252.182
2018-09-21,"1,196.60","1,207.40","1,210.80","1,191.80",6.85K,-0.83%,252.182
2018-09-20,"1,206.60","1,204.40","1,208.50","1,201.00",7.49K,0.22%,252.182
2018-09-19,"1,203.90","1,198.40","1,206.40","1,198.30",6.80K,0.45%,252.182
2018-09-18,"1,198.50","1,201.90","1,203.50","1,196.10",4.13K,-0.22%,252.182
2018-09-17,"1,201.20","1,194.70","1,205.00","1,193.00",6.10K,0.42%,252.182
2018-09-14,"1,196.20","1,201.80","1,208.50","1,192.90",6.82K,-0.55%,252.182
2018-09-13,"1,202.80","1,207.00","1,212.40","1,200.00",13.99K,-0.22%,252.182
2018-09-12,"1,205.50","1,197.70","1,208.30","1,192.40",5.02K,0.73%,252.182
2018-09-11,"1,196.80","1,195.40","1,199.50","1,187.40",6.84K,0.19%,252.182
2018-09-10,"1,194.50","1,195.40","1,198.50","1,190.90",6.24K,-0.05%,252.182
2018-09-07,"1,195.10","1,200.30","1,203.50","1,193.50",8.27K,-0.33%,252.182
2018-09-06,"1,199.00","1,197.00","1,207.40","1,195.70",10.08K,0.24%,252.182
2018-09-05,"1,196.10","1,192.00","1,198.90","1,191.60",6.88K,0.18%,252.182
2018-09-04,"1,194.00","1,201.10","1,204.50","1,190.00",10.11K,-0.43%,252.182
2018-09-03,"1,199.10","1,207.00","1,207.60","1,195.10",421.47K,-0.21%,252.182
2018-08-31,"1,201.60","1,201.50","1,209.70","1,199.10",5.65K,0.13%,251.663
2018-08-30,"1,200.00","1,207.70","1,209.00","1,197.20",5.16K,-0.35%,251.663
2018-08-29,"1,204.20","1,200.90","1,205.80","1,200.90",0.82K,-0.27%,251.663
2018-08-28,"1,207.50","1,210.90","1,213.80","1,199.60",1.22K,-0.14%,251.663
2018-08-27,"1,209.20","1,206.30","1,211.50","1,202.30",0.73K,0.24%,251.663
2018-08-24,"1,206.30","1,185.30","1,207.90","1,183.00",0.59K,1.61%,251.663
2018-08-23,"1,187.20","1,196.10","1,196.50","1,183.50",0.48K,-0.77%,251.663
2018-08-22,"1,196.40","1,196.00","1,201.10","1,193.00",0.38K,0.27%,251.663
2018-08-21,"1,193.20","1,190.60","1,197.00","1,187.70",0.47K,0.45%,251.663
2018-08-20,"1,187.80","1,183.90","1,190.30","1,182.90",0.25K,0.89%,251.663
2018-08-17,"1,177.30","1,173.70","1,184.70","1,172.10",0.54K,0.02%,251.663
2018-08-16,"1,177.10","1,175.80","1,181.70","1,160.40",1.35K,-0.09%,251.663
2018-08-15,"1,178.20","1,194.20","1,194.80","1,173.20",1.13K,-1.32%,251.663
2018-08-14,"1,194.00","1,194.50","1,199.00","1,192.50",0.79K,0.15%,251.663
2018-08-13,"1,192.20","1,211.60","1,214.50","1,191.80",1.54K,-1.64%,251.663
2018-08-10,"1,212.10","1,212.90","1,217.70","1,206.50",0.82K,-0.07%,251.663
2018-08-09,"1,213.00","1,214.30","1,218.20","1,212.00",0.51K,-0.10%,251.663
2018-08-08,"1,214.20","1,211.50","1,216.40","1,207.00",0.63K,0.25%,251.663
2018-08-07,"1,211.20","1,209.20","1,216.90","1,209.00",1.06K,0.05%,251.663
2018-08-06,"1,210.60","1,215.20","1,218.70","1,207.50",0.70K,-0.44%,251.663
2018-08-03,"1,215.90","1,209.30","1,221.10","1,205.30",1.00K,0.25%,251.663
2018-08-02,"1,212.90","1,218.70","1,222.60","1,208.40",1.62K,-0.61%,251.663
2018-08-01,"1,220.30","1,225.60","1,226.50","1,217.20",0.89K,-0.50%,251.663
2018-07-31,"1,226.40","1,223.50","1,230.60","1,215.80",1.10K,0.18%,251.214
2018-07-30,"1,224.20","1,225.80","1,227.10","1,221.70",1.69K,0.10%,251.214
2018-07-27,"1,223.00","1,222.40","1,226.90","1,216.70",254.43K,-0.22%,251.214
2018-07-26,"1,225.70","1,231.70","1,235.30","1,221.70",285.61K,-0.50%,251.214
2018-07-25,"1,231.80","1,224.20","1,234.30","1,223.20",272.25K,0.51%,251.214
2018-07-24,"1,225.50","1,224.40","1,229.70","1,218.10",299.06K,-0.01%,251.214
2018-07-23,"1,225.60","1,231.70","1,235.20","1,222.20",333.33K,-0.45%,251.214
2018-07-20,"1,231.10","1,222.90","1,232.40","1,215.30",355.23K,0.58%,251.214
2018-07-19,"1,224.00","1,227.30","1,229.60","1,210.70",428.88K,-0.32%,251.214
2018-07-18,"1,227.90","1,227.00","1,229.10","1,220.90",283.98K,0.05%,251.214
2018-07-17,"1,227.30","1,240.80","1,245.10","1,225.90",318.22K,-1.00%,251.214
2018-07-16,"1,239.70","1,241.00","1,245.80","1,238.30",186.30K,-0.12%,251.214
2018-07-13,"1,241.20","1,247.70","1,248.50","1,236.20",257.31K,-0.43%,251.214
2018-07-12,"1,246.60","1,242.30","1,248.80","1,241.40",220.96K,0.18%,251.214
2018-07-11,"1,244.40","1,256.70","1,257.30","1,241.70",299.64K,-0.88%,251.214
2018-07-10,"1,255.40","1,258.50","1,261.00","1,247.70",272.63K,-0.33%,251.214
2018-07-09,"1,259.60","1,255.70","1,266.90","1,255.70",238.97K,0.30%,251.214
2018-07-06,"1,255.80","1,258.40","1,260.20","1,253.70",200.19K,-0.24%,251.214
2018-07-05,"1,258.80","1,253.50","1,262.40","1,252.20",392.95K,0.00%,251.214
2018-07-04,"1,258.80","1,257.70","1,261.00","1,252.20",392.95K,0.42%,251.214
2018-07-03,"1,253.50","1,242.90","1,258.50","1,238.80",297.34K,0.95%,251.214
2018-07-02,"1,241.70","1,253.40","1,255.60","1,240.60",262.87K,-1.02%,251.214
2018-06-29,"1,254.50","1,249.50","1,257.10","1,246.90",226.20K,0.28%,251.018
2018-06-28,"1,251.00","1,253.60","1,255.80","1,247.20",241.82K,-0.16%,251.018
2018-06-27,"1,253.00","1,258.20","1,259.00","1,249.50",1.16K,-0.40%,251.018
2018-06-26,"1,258.00","1,266.40","1,266.50","1,255.00",0.50K,-0.73%,251.018
2018-06-25,"1,267.20","1,271.00","1,272.30","1,264.60",0.29K,-0.13%,251.018
2018-06-22,"1,268.90","1,267.40","1,270.50","1,266.60",0.51K,0.02%,251.018
2018-06-21,"1,268.60","1,268.50","1,269.90","1,261.80",0.75K,-0.30%,251.018
2018-06-20,"1,272.40","1,275.20","1,276.00","1,267.50",0.47K,-0.32%,251.018
2018-06-19,"1,276.50","1,278.60","1,284.10","1,271.10",0.45K,-0.12%,251.018
2018-06-18,"1,278.00","1,279.00","1,282.60","1,277.60",0.42K,0.13%,251.018
2018-06-15,"1,276.30","1,304.20","1,304.50","1,276.00",1.53K,-2.29%,251.018
2018-06-14,"1,306.20","1,300.40","1,310.80","1,298.90",0.72K,0.54%,251.018
2018-06-13,"1,299.20","1,297.20","1,302.70","1,292.70",0.63K,0.15%,251.018
2018-06-12,"1,297.20","1,301.50","1,301.80","1,294.20",0.48K,-0.29%,251.018
2018-06-11,"1,301.00","1,300.70","1,304.60","1,296.00",0.40K,0.04%,251.018
2018-06-08,"1,300.50","1,299.40","1,302.20","1,295.00",0.45K,-0.02%,251.018
2018-06-07,"1,300.70","1,298.60","1,305.10","1,296.90",0.39K,0.12%,251.018
2018-06-06,"1,299.20","1,298.60","1,303.20","1,295.90",0.69K,-0.05%,251.018
2018-06-05,"1,299.90","1,294.20","1,302.50","1,291.20",0.77K,0.37%,251.018
2018-06-04,"1,295.10","1,294.90","1,299.70","1,291.80",0.54K,-0.15%,251.018
2018-06-01,"1,297.10","1,301.30","1,301.80","1,291.10",0.92K,-0.42%,251.018
2018-05-31,"1,302.60","1,304.20","1,309.20","1,298.80",1.08K,-0.15%,250.792
2018-05-30,"1,304.50","1,300.70","1,306.60","1,298.10",1.75K,0.42%,250.792
2018-05-29,"1,299.00","1,299.00","1,306.10","1,291.40",386.33K,0.00%,250.792
2018-05-28,"1,299.00","1,297.20","1,306.10","1,291.40",386.33K,-0.36%,250.792
2018-05-25,"1,303.70","1,304.00","1,307.20","1,299.40",292.91K,-0.05%,250.792
2018-05-24,"1,304.40","1,293.30","1,306.40","1,292.20",432.42K,1.15%,250.792
2018-05-23,"1,289.60","1,290.60","1,298.40","1,286.70",402.34K,-0.19%,250.792
2018-05-22,"1,292.00","1,292.30","1,296.00","1,287.20",291.72K,0.09%,250.792
2018-05-21,"1,290.90","1,290.30","1,292.70","1,281.20",328.02K,-0.03%,250.792
2018-05-18,"1,291.30","1,290.00","1,293.70","1,285.10",264.43K,0.15%,250.792
2018-05-17,"1,289.40","1,290.20","1,294.00","1,284.00",298.82K,-0.16%,250.792
2018-05-16,"1,291.50","1,290.10","1,296.40","1,285.70",333.61K,0.09%,250.792
2018-05-15,"1,290.30","1,313.20","1,314.70","1,288.20",485.20K,-2.12%,250.792
2018-05-14,"1,318.20","1,318.30","1,322.40","1,312.80",241.23K,-0.19%,250.792
2018-05-11,"1,320.70","1,321.80","1,326.30","1,317.00",263.47K,-0.12%,250.792
2018-05-10,"1,322.30","1,312.80","1,323.40","1,310.60",373.54K,0.71%,250.792
2018-05-09,"1,313.00","1,315.30","1,317.80","1,304.20",384.04K,-0.05%,250.792
2018-05-08,"1,313.70","1,314.10","1,318.50","1,306.20",407.41K,-0.03%,250.792
2018-05-07,"1,314.10","1,316.30","1,320.10","1,310.60",235.29K,-0.05%,250.792
2018-05-04,"1,314.70","1,312.80","1,316.90","1,308.50",308.48K,0.15%,250.792
2018-05-03,"1,312.70","1,305.50","1,319.00","1,305.20",306.72K,0.54%,250.792
2018-05-02,"1,305.60","1,304.40","1,314.90","1,304.30",370.24K,-0.09%,250.792
2018-05-01,"1,306.80","1,316.00","1,317.40","1,302.30",283.43K,-0.94%,250.792
2018-04-30,"1,319.20","1,324.00","1,325.90","1,310.70",295.96K,-0.32%,250.227
2018-04-27,"1,323.40","1,318.00","1,326.40","1,315.80",241.65K,0.67%,250.227
2018-04-26,"1,314.60","1,320.70","1,324.00","1,314.60",0.57K,-0.37%,250.227
2018-04-25,"1,319.50","1,328.60","1,329.90","1,317.20",0.62K,-0.77%,250.227
2018-04-24,"1,329.70","1,323.20","1,330.70","1,321.30",0.54K,0.69%,250.227
